TimeStamp,Channel1,Channel2,Channel3,Channel4
218790242.000,58983.000,8022.000,12870.000,36944.000
218790242.000,60763.000,51294.000,40548.000,3338.000
218790243.000,16752.000,3429.000,31584.000,20838.000
218790243.000,21187.000,43196.000,18609.000,32954.000
218790243.000,24207.000,19593.000,18564.000,3207.000
218790243.000,24938.000,41578.000,59987.000,1601.000
218790243.000,46245.000,20643.000,18322.000,43924.000
218790243.000,46396.000,15423.000,23616.000,54592.000
218790243.000,52143.000,46783.000,44219.000,50607.000
218790243.000,52291.000,58429.000,47167.000,29247.000
218790243.000,64898.000,13695.000,45425.000,20081.000
218790244.000,2177.000,24705.000,13176.000,15477.000
218790244.000,3228.000,54935.000,1416.000,39565.000
218790244.000,6034.000,11418.000,29330.000,9609.000
218790244.000,11976.000,27592.000,1731.000,21953.000
218790244.000,13883.000,33597.000,34111.000,33855.000
218790244.000,22653.000,28283.000,60797.000,31099.000
218790244.000,24727.000,12190.000,55446.000,39823.000
218790244.000,26531.000,673.000,35989.000,28567.000
218790244.000,33942.000,15248.000,26752.000,27012.000
218790244.000,34875.000,33597.000,34111.000,33855.000
218790244.000,49554.000,50836.000,44940.000,23433.000
218790244.000,51003.000,34621.000,33343.000,34111.000
218790244.000,54425.000,22689.000,11943.000,18071.000
218790244.000,59269.000,25219.000,62081.000,65409.000
218790244.000,60071.000,54188.000,4269.000,53931.000
218790244.000,60223.000,17732.000,31808.000,56644.000
218790244.000,62615.000,26785.000,60827.000,64914.000
218790244.000,63687.000,30899.000,7081.000,442.000
218790245.000,7005.000,50769.000,21055.000,34367.000
218790245.000,6982.000,21060.000,58442.000,33376.000
218790245.000,14792.000,13768.000,5315.000,31169.000
218790245.000,15477.000,6517.000,29287.000,21850.000
218790245.000,18322.000,25477.000,61826.000,38795.000
218790245.000,19656.000,7367.000,46770.000,49847.000
218790245.000,37498.000,21871.000,51045.000,26481.000
218790245.000,40621.000,17327.000,39325.000,27803.000
218790245.000,51367.000,14240.000,56733.000,10403.000
218790245.000,61602.000,8366.000,10666.000,52896.000
218790246.000,7583.000,61335.000,22939.000,61602.000
218790246.000,8567.000,21623.000,34158.000,7017.000
218790246.000,29595.000,48271.000,57225.000,64659.000
218790246.000,43617.000,14153.000,13122.000,30286.000
218790246.000,49272.000,64623.000,28017.000,46965.000
218790246.000,49467.000,38205.000,56639.000,54591.000
218790246.000,51571.000,9072.000,58962.000,59976.000
218790246.000,52539.000,34365.000,33855.000,34367.000
218790246.000,54710.000,43185.000,21666.000,51114.000
218790246.000,65355.000,55101.000,38463.000,34623.000
218790247.000,4193.000,57921.000,9793.000,43347.000
218790247.000,11124.000,33396.000,53109.000,5489.000
218790247.000,15230.000,12919.000,13691.000,47998.000
218790247.000,16700.000,17469.000,34623.000,33855.000
218790247.000,22644.000,46965.000,27495.000,5210.000
218790247.000,27308.000,3338.000,44462.000,39055.000
218790247.000,32155.000,3476.000,16517.000,15498.000
218790247.000,39800.000,22646.000,8034.000,51805.000
218790247.000,42662.000,34216.000,56219.000,55706.000
218790247.000,44912.000,46958.000,48210.000,31816.000
218790247.000,49723.000,34109.000,34367.000,34879.000
218790247.000,55206.000,20635.000,24226.000,7848.000
218790247.000,62664.000,50120.000,27843.000,59074.000
218790248.000,1992.000,15559.000,50371.000,8385.000
218790248.000,2169.000,40560.000,40539.000,56426.000
218790248.000,3338.000,41877.000,42790.000,38402.000
218790248.000,5508.000,37753.000,41338.000,35456.000
218790248.000,10842.000,48728.000,34625.000,52287.000
218790248.000,11323.000,56637.000,55359.000,39487.000
218790248.000,16264.000,34946.000,18305.000,3460.000
218790248.000,26171.000,34365.000,34367.000,34623.000
218790248.000,31114.000,42119.000,27520.000,36993.000
218790248.000,32827.000,37437.000,34111.000,33855.000
218790248.000,54448.000,16815.000,35750.000,18601.000
218790248.000,57168.000,54862.000,30527.000,39999.000
218790248.000,62011.000,34365.000,33599.000,34367.000
218790249.000,140.000,64401.000,19096.000,3981.000
218790249.000,1992.000,33224.000,9667.000,31169.000
218790249.000,2959.000,59281.000,50311.000,64131.000
218790249.000,3233.000,19863.000,35728.000,61081.000
218790249.000,7995.000,34109.000,34111.000,34367.000
218790249.000,8904.000,17863.000,50622.000,63425.000
218790249.000,13232.000,34471.000,17572.000,58542.000
218790249.000,15675.000,34365.000,34111.000,34623.000
218790249.000,22331.000,33597.000,34367.000,34879.000
218790249.000,55355.000,34109.000,34111.000,33343.000
218790249.000,63893.000,65177.000,38283.000,12677.000
218790249.000,65157.000,50820.000,58752.000,19326.000
218790250.000,4721.000,41583.000,50275.000,1373.000
218790250.000,5435.000,34365.000,34879.000,34367.000
218790250.000,13451.000,40846.000,8086.000,62603.000
218790250.000,19259.000,34621.000,34623.000,34367.000
218790250.000,25201.000,14446.000,21613.000,31341.000
218790250.000,35979.000,56962.000,64891.000,26753.000
218790250.000,59451.000,34109.000,33599.000,34623.000
218790250.000,64682.000,21937.000,23475.000,19886.000
218790251.000,6513.000,47982.000,46689.000,3167.000
218790251.000,7069.000,24486.000,40090.000,54673.000
218790251.000,7563.000,31115.000,901.000,63108.000
218790251.000,9344.000,8057.000,53615.000,46197.000
218790251.000,10100.000,62560.000,10083.000,28015.000
218790251.000,21103.000,24687.000,11876.000,59229.000
218790251.000,28037.000,4987.000,7282.000,65403.000
218790251.000,31139.000,43947.000,21164.000,35494.000
218790251.000,47560.000,49608.000,31427.000,47042.000
218790251.000,58541.000,22460.000,14776.000,18092.000
218790251.000,58768.000,8077.000,28040.000,51849.000
218790252.000,3192.000,41078.000,27489.000,60508.000
218790252.000,5738.000,30818.000,10303.000,36671.000
218790252.000,12347.000,34365.000,33855.000,34879.000
218790252.000,23099.000,34365.000,34367.000,34367.000
218790252.000,27766.000,28524.000,41058.000,41835.000
218790252.000,39283.000,1391.000,55919.000,11630.000
218790252.000,47471.000,6747.000,31551.000,35647.000
218790252.000,55937.000,18560.000,61814.000,59507.000
218790253.000,31944.000,36808.000,17859.000,44225.000
218790253.000,34955.000,42626.000,26753.000,27014.000
218790253.000,38474.000,36415.000,21567.000,34367.000
218790253.000,40648.000,15815.000,51907.000,3777.000
218790253.000,50294.000,46693.000,15967.000,20847.000
218790253.000,58453.000,26941.000,34623.000,35906.000
218790253.000,59585.000,58291.000,63910.000,38325.000
218790253.000,65412.000,51841.000,33660.000,44925.000
218790254.000,827.000,33085.000,34111.000,34111.000
218790254.000,3750.000,2201.000,20887.000,14242.000
218790254.000,10668.000,37038.000,10408.000,12968.000
218790254.000,16531.000,29586.000,38018.000,54657.000
218790254.000,17564.000,3476.000,14991.000,17557.000
218790254.000,21330.000,48721.000,43071.000,46911.000
218790254.000,21445.000,48583.000,39106.000,64449.000
218790254.000,21960.000,7879.000,48067.000,12225.000
218790254.000,31425.000,32178.000,6563.000,44211.000
218790254.000,35387.000,35389.000,33855.000,34111.000
218790254.000,49028.000,61564.000,34935.000,4988.000
218790254.000,51912.000,4283.000,45483.000,45759.000
218790254.000,57492.000,6033.000,26763.000,6796.000
218790254.000,59033.000,5273.000,12692.000,14484.000
218790255.000,4155.000,35133.000,33855.000,35135.000
218790255.000,6003.000,7027.000,43120.000,1388.000
218790255.000,9141.000,60597.000,64172.000,5550.000
218790255.000,19351.000,56986.000,44683.000,63623.000
218790255.000,27708.000,23101.000,35391.000,35647.000
218790255.000,29577.000,5775.000,30347.000,27268.000
218790255.000,33685.000,51082.000,16005.000,6029.000
218790255.000,41815.000,59480.000,31039.000,38207.000
218790255.000,43208.000,28360.000,5315.000,29633.000
218790255.000,60475.000,44605.000,45119.000,37951.000
218790255.000,60828.000,47262.000,64908.000,3210.000
218790256.000,14457.000,44918.000,15224.000,55673.000
218790256.000,15047.000,64967.000,51651.000,21441.000
218790256.000,15489.000,12406.000,63613.000,6272.000
218790256.000,16768.000,29052.000,41856.000,26496.000
218790256.000,19825.000,30578.000,40303.000,16490.000
218790256.000,22723.000,49607.000,44475.000,46262.000
218790256.000,23867.000,39229.000,46143.000,34367.000
218790256.000,26530.000,28825.000,14994.000,24474.000
218790256.000,28271.000,50532.000,10857.000,43118.000
218790256.000,30635.000,15013.000,64157.000,56483.000
218790256.000,30573.000,20057.000,1904.000,35177.000
218790256.000,34696.000,29054.000,29817.000,56449.000
218790256.000,38833.000,50874.000,30659.000,8631.000
218790256.000,46397.000,51517.000,34623.000,34879.000
218790256.000,49785.000,21611.000,13159.000,33651.000
218790256.000,56925.000,32061.000,35903.000,57425.000
218790257.000,2374.000,10302.000,57919.000,34111.000
218790257.000,16309.000,56755.000,54939.000,47263.000
218790257.000,21113.000,55928.000,40040.000,14691.000
218790257.000,21661.000,49815.000,41868.000,41873.000
218790257.000,28990.000,35134.000,52799.000,38463.000
218790257.000,34678.000,58485.000,13931.000,63594.000
218790257.000,38271.000,5755.000,11629.000,45168.000
218790257.000,38600.000,11463.000,53955.000,13761.000
218790257.000,53152.000,12197.000,31642.000,21653.000
218790257.000,55175.000,39815.000,30842.000,58999.000
218790257.000,57915.000,48701.000,35135.000,33855.000
218790257.000,59782.000,23943.000,27516.000,50552.000
218790257.000,64163.000,49829.000,38037.000,7315.000
218790258.000,636.000,27253.000,63582.000,873.000
218790258.000,5832.000,26311.000,49859.000,17089.000
218790258.000,27292.000,21136.000,11905.000,28295.000
218790258.000,50288.000,35157.000,24903.000,54371.000
218790258.000,50833.000,42905.000,49814.000,64142.000
218790258.000,61243.000,34877.000,34623.000,34623.000
218790259.000,11323.000,34621.000,34367.000,34623.000
218790259.000,14267.000,47548.000,3267.000,18113.000
218790259.000,26568.000,19912.000,6851.000,14529.000
218790259.000,30333.000,23670.000,45664.000,43370.000
218790259.000,30830.000,1102.000,46655.000,40021.000
218790259.000,33680.000,38543.000,60803.000,47746.000
218790259.000,47231.000,52860.000,15479.000,57976.000
218790259.000,56474.000,51086.000,52361.000,8594.000
218790260.000,13496.000,3766.000,65182.000,31393.000
218790260.000,17231.000,62546.000,38719.000,37183.000
218790260.000,21192.000,29640.000,1475.000,13249.000
218790260.000,25718.000,36463.000,59250.000,45428.000
218790260.000,44744.000,14279.000,57027.000,10177.000
218790260.000,54950.000,21411.000,24467.000,7062.000
218790261.000,3464.000,3199.000,38263.000,35965.000
218790261.000,7227.000,33341.000,34623.000,33855.000
218790261.000,7580.000,42647.000,13981.000,25761.000
218790261.000,14984.000,48005.000,23938.000,54147.000
218790261.000,18822.000,53635.000,37758.000,25471.000
218790261.000,28506.000,48716.000,59478.000,20057.000
218790261.000,30849.000,25987.000,20866.000,13182.000
218790261.000,33650.000,15980.000,56165.000,23399.000
218790261.000,40818.000,51555.000,60479.000,37453.000
218790261.000,53935.000,1716.000,15548.000,41145.000
218790261.000,59264.000,54140.000,48247.000,40568.000
218790262.000,1363.000,46153.000,3154.000,64082.000
218790262.000,15996.000,19839.000,45438.000,15223.000
218790262.000,21407.000,163.000,7577.000,26517.000
218790262.000,28538.000,18290.000,55923.000,12918.000
218790262.000,39558.000,12934.000,65151.000,28539.000
218790262.000,52409.000,12716.000,60865.000,59585.000
218790262.000,59966.000,31549.000,34111.000,34623.000
218790262.000,62625.000,61353.000,47524.000,16541.000
218790262.000,62920.000,16328.000,5827.000,10689.000
218790262.000,63609.000,23669.000,31326.000,29792.000
218790262.000,64888.000,11880.000,42839.000,54892.000
218790263.000,8592.000,15494.000,27279.000,4499.000
218790263.000,8603.000,38296.000,34449.000,53139.000
218790263.000,11329.000,57917.000,34623.000,33855.000
218790263.000,18066.000,45707.000,2946.000,57480.000
218790263.000,18491.000,35133.000,44351.000,42559.000
218790263.000,21668.000,63657.000,64671.000,47259.000
218790263.000,26516.000,26002.000,32915.000,52372.000
218790263.000,29758.000,27965.000,34111.000,34623.000
218790263.000,32059.000,46397.000,34367.000,34879.000
218790263.000,55449.000,20378.000,37263.000,15501.000
218790264.000,3387.000,35133.000,33855.000,34367.000
218790264.000,9845.000,50279.000,17004.000,49523.000
218790264.000,26756.000,36741.000,50814.000,11129.000
218790264.000,54944.000,50594.000,42902.000,37012.000
218790264.000,57984.000,53364.000,33895.000,40820.000
218790264.000,60737.000,50237.000,35135.000,37951.000
218790264.000,61012.000,16744.000,12353.000,10592.000
218790264.000,61896.000,49864.000,19395.000,42946.000
218790265.000,2962.000,60058.000,26007.000,59536.000
218790265.000,12692.000,10638.000,11390.000,57731.000
218790265.000,25008.000,52151.000,33972.000,3338.000
218790265.000,45939.000,22897.000,12901.000,54370.000
218790265.000,48840.000,21960.000,8899.000,21185.000
218790265.000,55399.000,64854.000,49215.000,34879.000
218790265.000,58967.000,14653.000,40000.000,38221.000
218790265.000,61100.000,17570.000,49312.000,16553.000
218790265.000,62597.000,9086.000,63875.000,39045.000
218790266.000,125.000,53110.000,35707.000,39550.000
218790266.000,4211.000,36975.000,3338.000,26745.000
218790266.000,6088.000,14021.000,193.000,36033.000
218790266.000,12219.000,22207.000,44457.000,54952.000
218790266.000,14982.000,40834.000,56951.000,36217.000
218790266.000,16279.000,24209.000,20867.000,59784.000
218790266.000,18806.000,25973.000,22111.000,51543.000
218790266.000,29880.000,61117.000,38310.000,4514.000
218790266.000,31626.000,18310.000,48248.000,6776.000
218790266.000,36806.000,43442.000,43688.000,16569.000
218790266.000,38770.000,35166.000,19263.000,35914.000
218790266.000,45115.000,34877.000,33599.000,33343.000
218790266.000,49723.000,34621.000,33343.000,34879.000
218790266.000,51515.000,34877.000,34111.000,34367.000
218790266.000,52861.000,33914.000,35689.000,33130.000
218790266.000,53634.000,8060.000,11885.000,29811.000
218790266.000,57957.000,62808.000,43614.000,24417.000
218790266.000,59707.000,34365.000,33855.000,34111.000
218790267.000,3338.000,38074.000,38417.000,39743.000
218790267.000,12744.000,22472.000,6851.000,37825.000
218790267.000,13652.000,32573.000,35903.000,34879.000
218790267.000,17289.000,62343.000,44159.000,126.000
218790267.000,24468.000,26763.000,9349.000,59532.000
218790267.000,27273.000,56201.000,45180.000,58745.000
218790267.000,42879.000,48255.000,14968.000,39798.000
218790267.000,54595.000,6717.000,34111.000,33855.000
218790268.000,5251.000,33917.000,4976.000,7797.000
218790268.000,6532.000,13434.000,24698.000,48256.000
218790268.000,19656.000,31944.000,9667.000,22465.000
218790268.000,34683.000,19070.000,19323.000,8820.000
218790268.000,50829.000,6026.000,49285.000,11653.000
218790268.000,60289.000,44674.000,64377.000,46195.000
218790269.000,10097.000,3689.000,6729.000,54865.000
218790269.000,11688.000,28591.000,8866.000,1691.000
218790269.000,13000.000,13243.000,55729.000,61121.000
218790269.000,15239.000,64124.000,43382.000,19839.000
218790269.000,18288.000,32368.000,57434.000,59721.000
218790269.000,21885.000,4464.000,40035.000,40306.000
218790269.000,22158.000,34700.000,20878.000,53388.000
218790269.000,27507.000,58988.000,53591.000,14175.000
218790269.000,40862.000,56479.000,24986.000,9370.000
218790269.000,41354.000,37774.000,39573.000,5769.000
218790269.000,54331.000,35901.000,33855.000,34367.000
218790269.000,55923.000,25448.000,44131.000,4971.000
218790269.000,56520.000,14791.000,64451.000,31425.000
218790269.000,57730.000,63105.000,58755.000,52865.000
218790270.000,5705.000,35901.000,34879.000,34111.000
218790270.000,11389.000,6784.000,24955.000,60789.000
218790270.000,15713.000,33354.000,22335.000,38725.000
218790270.000,28578.000,32673.000,27550.000,11679.000
218790270.000,35443.000,54890.000,50274.000,12650.000
218790270.000,40619.000,48034.000,59811.000,38316.000
218790270.000,43175.000,26520.000,64163.000,27561.000
218790270.000,51638.000,32186.000,62379.000,29865.000
218790270.000,52834.000,1860.000,28991.000,34111.000
218790271.000,315.000,34621.000,33855.000,34879.000
218790271.000,2182.000,51840.000,30853.000,39304.000
218790271.000,11894.000,27247.000,8022.000,33633.000
218790271.000,13652.000,15684.000,48703.000,34367.000
218790271.000,24678.000,25162.000,57664.000,35922.000
218790271.000,26427.000,34109.000,33599.000,34111.000
218790271.000,33851.000,34365.000,33599.000,34367.000
218790271.000,42624.000,33404.000,15988.000,29814.000
218790271.000,60360.000,44232.000,19907.000,49090.000
218790272.000,8114.000,24758.000,28064.000,7836.000
218790272.000,17550.000,28032.000,25460.000,40060.000
218790272.000,49778.000,33397.000,35185.000,44394.000
218790272.000,53876.000,38515.000,34663.000,29792.000
218790273.000,8859.000,12949.000,15754.000,29839.000
218790273.000,20599.000,20599.000,53610.000,51811.000
218790273.000,22924.000,35472.000,31886.000,7049.000
218790273.000,26939.000,34621.000,33855.000,34623.000
218790273.000,46228.000,10640.000,64394.000,51852.000
218790273.000,53106.000,14960.000,28773.000,96.000
218790273.000,59538.000,35985.000,37261.000,30861.000
218790274.000,2458.000,44949.000,58510.000,3474.000
218790274.000,3198.000,33915.000,51063.000,64119.000
218790274.000,7483.000,33853.000,33855.000,34111.000
218790274.000,22851.000,9533.000,34111.000,34111.000
218790274.000,24507.000,53437.000,29876.000,22710.000
218790274.000,24688.000,35684.000,38220.000,12120.000
218790274.000,26427.000,33597.000,33855.000,34111.000
218790274.000,36155.000,34109.000,33855.000,34367.000
218790274.000,39329.000,43177.000,38054.000,32928.000
218790274.000,44411.000,7277.000,34927.000,33143.000
218790274.000,57744.000,15766.000,21644.000,900.000
218790275.000,1851.000,35645.000,34367.000,34111.000
218790275.000,11455.000,58035.000,51369.000,24246.000
218790275.000,18829.000,3338.000,34711.000,34264.000
218790275.000,22075.000,35133.000,34111.000,34367.000
218790275.000,23177.000,43654.000,30852.000,46981.000
218790275.000,30379.000,55213.000,61848.000,12950.000
218790275.000,47757.000,56711.000,45186.000,44678.000
218790275.000,48024.000,15756.000,28547.000,13708.000
218790275.000,49854.000,35784.000,11203.000,36282.000
218790275.000,54908.000,56176.000,4969.000,43124.000
218790275.000,55926.000,5997.000,9050.000,7014.000
218790275.000,60540.000,8310.000,23152.000,61812.000
218790276.000,4707.000,65372.000,38755.000,47714.000
218790276.000,8562.000,57949.000,5183.000,36164.000
218790276.000,21359.000,8807.000,19046.000,50793.000
218790276.000,27984.000,60221.000,37951.000,36672.000
218790276.000,29118.000,36803.000,17327.000,40879.000
218790276.000,36667.000,35389.000,34111.000,34367.000
218790276.000,37233.000,44897.000,12630.000,54631.000
218790276.000,39833.000,12188.000,55693.000,1415.000
218790276.000,40860.000,24975.000,3976.000,29842.000
218790276.000,41610.000,29055.000,39290.000,60546.000
218790277.000,4986.000,15475.000,60258.000,63338.000
218790277.000,8852.000,29846.000,21894.000,64642.000
218790277.000,15262.000,65179.000,26015.000,30370.000
218790277.000,15218.000,16469.000,27506.000,9553.000
218790277.000,17864.000,16584.000,1987.000,30913.000
218790277.000,20560.000,25917.000,34367.000,34623.000
218790277.000,31432.000,14788.000,32706.000,29377.000
218790277.000,36808.000,12487.000,51651.000,9921.000
218790277.000,55867.000,41789.000,45375.000,34879.000
218790278.000,4967.000,22345.000,24129.000,3669.000
218790278.000,17015.000,17762.000,58944.000,63068.000
218790278.000,26223.000,16473.000,64090.000,12648.000
218790278.000,26495.000,10615.000,34918.000,5999.000
218790278.000,26752.000,25977.000,45695.000,9345.000
218790278.000,34698.000,36479.000,34943.000,40070.000
218790278.000,36956.000,50238.000,28735.000,34367.000
218790278.000,41084.000,27259.000,40825.000,39542.000
218790278.000,42668.000,3500.000,51608.000,34200.000
218790278.000,45949.000,9594.000,15986.000,53875.000
218790278.000,46395.000,36157.000,33855.000,35135.000
218790278.000,55167.000,19573.000,61559.000,47228.000
218790278.000,61839.000,44425.000,30331.000,19839.000
218790279.000,3338.000,42866.000,39597.000,39023.000
218790279.000,3699.000,9838.000,24654.000,6735.000
218790279.000,5540.000,11426.000,64159.000,40097.000
218790279.000,7745.000,40765.000,34111.000,33855.000
218790279.000,8357.000,19867.000,44958.000,40614.000
218790279.000,9321.000,63820.000,35647.000,35140.000
218790279.000,14280.000,42952.000,22211.000,37570.000
218790279.000,25147.000,34365.000,33343.000,34111.000
218790279.000,35643.000,35645.000,33855.000,34367.000
218790279.000,44488.000,18887.000,61891.000,15041.000
218790279.000,45940.000,39281.000,47186.000,41549.000
218790279.000,55206.000,22429.000,12192.000,63912.000
218790279.000,56706.000,11137.000,39301.000,50563.000
218790280.000,28872.000,14776.000,25509.000,14260.000
218790280.000,58056.000,25288.000,7107.000,34497.000
218790280.000,60583.000,35497.000,28568.000,11670.000
218790281.000,17292.000,48770.000,64651.000,31119.000
218790281.000,37185.000,33342.000,18495.000,36415.000
218790281.000,63854.000,15973.000,64354.000,40037.000
218790281.000,65480.000,31943.000,47811.000,33729.000
218790282.000,8516.000,24137.000,17221.000,30271.000
218790282.000,21307.000,34877.000,34111.000,34111.000
218790282.000,28987.000,34621.000,33855.000,34111.000
218790282.000,31035.000,34109.000,33855.000,33855.000
218790282.000,44970.000,19109.000,7084.000,8112.000
218790282.000,45745.000,23996.000,44738.000,11447.000
218790282.000,48765.000,60538.000,18558.000,7038.000
218790282.000,55171.000,44679.000,19839.000,45177.000
218790283.000,3183.000,26457.000,24895.000,34111.000
218790283.000,10696.000,28103.000,48813.000,64959.000
218790283.000,12926.000,3964.000,50547.000,11888.000
218790283.000,17785.000,40056.000,32884.000,49266.000
218790283.000,18021.000,28487.000,45397.000,5963.000
218790283.000,23128.000,26975.000,55622.000,9023.000
218790283.000,30664.000,17351.000,44227.000,29121.000
218790283.000,51572.000,26735.000,57198.000,56943.000
218790283.000,57977.000,10871.000,51314.000,46961.000
218790284.000,3528.000,20679.000,62147.000,22209.000
218790284.000,5241.000,25713.000,63086.000,61043.000
218790284.000,7524.000,40027.000,47167.000,35903.000
218790284.000,8316.000,23419.000,15477.000,2930.000
218790284.000,12932.000,35716.000,62334.000,49787.000
218790284.000,13705.000,50045.000,43380.000,65406.000
218790284.000,35131.000,35133.000,34111.000,34367.000
218790284.000,41099.000,23935.000,33145.000,35714.000
218790284.000,43636.000,9072.000,17001.000,42859.000
218790284.000,50801.000,25967.000,1134.000,22124.000
218790284.000,51585.000,51074.000,10360.000,35444.000
218790284.000,52630.000,36254.000,33949.000,26518.000
218790284.000,58248.000,63108.000,59257.000,45179.000
218790285.000,11720.000,31432.000,1219.000,27329.000
218790285.000,15498.000,31872.000,39295.000,7301.000
218790285.000,16244.000,36210.000,39285.000,16243.000
218790285.000,20607.000,7027.000,11117.000,40311.000
218790285.000,36724.000,37747.000,20091.000,59503.000
218790285.000,47266.000,34710.000,13963.000,47254.000
218790285.000,47189.000,60481.000,46146.000,34114.000
218790285.000,58563.000,59825.000,62882.000,54707.000
218790285.000,60768.000,49991.000,47953.000,3419.000
218790286.000,412.000,65437.000,19608.000,4503.000
218790286.000,21130.000,52107.000,63365.000,6017.000
218790286.000,27778.000,57719.000,24944.000,6521.000
218790286.000,30351.000,32139.000,6269.000,45439.000
218790286.000,34198.000,20109.000,18567.000,49806.000
218790286.000,37770.000,59530.000,47237.000,51076.000
218790286.000,45462.000,62356.000,27789.000,44431.000
218790287.000,59.000,33853.000,34111.000,34367.000
218790287.000,8251.000,34109.000,34623.000,34623.000
218790287.000,43323.000,34109.000,33599.000,34111.000
218790287.000,44172.000,16270.000,63627.000,25223.000
218790287.000,53424.000,49339.000,54954.000,12704.000
218790288.000,7345.000,16304.000,60583.000,45738.000
218790288.000,15675.000,35389.000,33855.000,34111.000
218790288.000,32641.000,46205.000,33652.000,21621.000
218790288.000,36040.000,47304.000,18371.000,59586.000
218790288.000,39568.000,5508.000,13438.000,24711.000
218790288.000,42299.000,33853.000,33343.000,34367.000
218790288.000,58007.000,50583.000,29062.000,43909.000
218790288.000,62374.000,27808.000,42148.000,26793.000
218790289.000,3235.000,1693.000,7564.000,62099.000
218790289.000,8286.000,34115.000,8767.000,34367.000
218790289.000,12703.000,33955.000,48793.000,22165.000
218790289.000,14747.000,64910.000,53896.000,14738.000
218790289.000,18888.000,30663.000,49582.000,17345.000
218790289.000,21393.000,24209.000,32392.000,11654.000
218790289.000,41867.000,13447.000,59004.000,17021.000
218790289.000,44744.000,12472.000,65196.000,14784.000
218790289.000,56695.000,19817.000,20068.000,11632.000
218790290.000,14213.000,3338.000,34321.000,32412.000
218790290.000,24197.000,18826.000,35976.000,28801.000
218790290.000,32315.000,34365.000,33855.000,34623.000
218790290.000,56635.000,34621.000,34367.000,33855.000
218790290.000,57147.000,53565.000,31807.000,36671.000
218790290.000,62597.000,53893.000,18567.000,46725.000
218790291.000,6459.000,37949.000,33855.000,35135.000
218790291.000,9872.000,60550.000,58769.000,2196.000
218790291.000,37007.000,37251.000,62583.000,11389.000
218790291.000,38054.000,19615.000,6561.000,19111.000
218790291.000,39818.000,29326.000,59540.000,28039.000
218790291.000,40104.000,62112.000,59277.000,21906.000
218790291.000,45190.000,38281.000,12935.000,29058.000
218790291.000,52424.000,43189.000,32171.000,3005.000
218790291.000,58000.000,35213.000,8574.000,29055.000
218790292.000,907.000,16012.000,57231.000,18060.000
218790292.000,2367.000,26429.000,34879.000,34367.000
218790292.000,4233.000,59528.000,27005.000,25979.000
218790292.000,4552.000,22471.000,64963.000,40129.000
218790292.000,6480.000,2109.000,35647.000,35905.000
218790292.000,23461.000,7583.000,29839.000,16277.000
218790292.000,58783.000,20369.000,34442.000,34709.000
218790292.000,60836.000,4501.000,14728.000,27282.000
218790293.000,3472.000,15251.000,29321.000,61829.000
218790293.000,10299.000,33853.000,34623.000,34623.000
218790293.000,24474.000,40349.000,4250.000,5784.000
218790293.000,26244.000,5510.000,32641.000,34941.000
218790293.000,28544.000,44668.000,37746.000,116.000
218790293.000,38975.000,36413.000,46399.000,34367.000
218790293.000,40023.000,11846.000,22859.000,22607.000
218790293.000,43976.000,41416.000,11191.000,52417.000
218790293.000,44926.000,20338.000,37484.000,31351.000
218790293.000,64372.000,15732.000,51306.000,22883.000
218790293.000,65396.000,33643.000,59241.000,29550.000
218790294.000,1736.000,20679.000,61891.000,26305.000
218790294.000,5046.000,45740.000,43428.000,27054.000
218790294.000,8569.000,41332.000,61538.000,54632.000
218790294.000,10811.000,53565.000,33599.000,34367.000
218790294.000,19113.000,8348.000,13969.000,53918.000
218790294.000,23413.000,2157.000,29769.000,13141.000
218790294.000,28799.000,42618.000,51564.000,9584.000
218790294.000,29339.000,56466.000,29316.000,33932.000
218790294.000,38020.000,50047.000,23923.000,65143.000
218790294.000,48272.000,47498.000,19838.000,49538.000
218790294.000,50814.000,22650.000,4987.000,47484.000
218790294.000,60782.000,14444.000,17228.000,27969.000
218790295.000,1903.000,36205.000,56657.000,43333.000
218790295.000,8060.000,10351.000,22635.000,6261.000
218790295.000,8326.000,42882.000,4211.000,24946.000
218790295.000,23425.000,34945.000,20356.000,40834.000
218790295.000,44673.000,27256.000,3696.000,14968.000
218790295.000,52606.000,61311.000,32633.000,23926.000
218790296.000,3338.000,26889.000,24084.000,16540.000
218790296.000,6547.000,10132.000,20613.000,48257.000
218790296.000,20084.000,50291.000,38753.000,34137.000
218790296.000,28590.000,15545.000,4027.000,30387.000
218790296.000,41062.000,47705.000,3647.000,38464.000
218790296.000,50078.000,60311.000,42128.000,33430.000
218790296.000,58285.000,33708.000,38819.000,44965.000
218790296.000,62851.000,43903.000,21875.000,35957.000
218790297.000,18541.000,24924.000,33343.000,35135.000
218790297.000,19807.000,33878.000,24394.000,28491.000
218790297.000,20611.000,19328.000,20867.000,10115.000
218790297.000,22614.000,15448.000,2879.000,35903.000
218790297.000,46687.000,11601.000,24639.000,34367.000
218790297.000,58179.000,55357.000,34879.000,34111.000
218790297.000,62330.000,50806.000,3189.000,7286.000
218790298.000,3470.000,23434.000,31105.000,1666.000
218790298.000,6258.000,43636.000,40554.000,42589.000
218790298.000,7082.000,63405.000,47008.000,23710.000
218790298.000,8527.000,39233.000,20546.000,39493.000
218790298.000,9109.000,50328.000,40336.000,5004.000
218790298.000,10641.000,42127.000,53894.000,17542.000
218790298.000,25703.000,49225.000,13637.000,52825.000
218790298.000,26532.000,6550.000,27036.000,24740.000
