TimeStamp,HK_id,PinPullerTemp,OpticsTemp,LEXIbaseTemp,HVsupplyTemp,+5.2V_Imon,+10V_Imon,+3.3V_Imon,AnodeVoltMon,+28V_Imon,ADC_Ground,Cmd_count,Pinpuller_Armed,Unused,Unused,HVmcpAuto,HVmcpMan,DeltaEvntCount,DeltaDroppedCount,DeltaLostevntCount
356345.0,4.0,nan,nan,nan,nan,1.21545984,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35.0,0.0,0.0
357345.0,5.0,nan,nan,nan,nan,nan,2.37146784,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.0,0.0,0.0
358345.0,6.0,nan,nan,nan,nan,nan,nan,0.36992256,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.0,0.0,0.0
359345.0,7.0,nan,nan,nan,nan,nan,nan,nan,3.31499056,nan,nan,nan,nan,nan,nan,nan,nan,44.0,0.0,0.0
360345.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,1.018388,nan,nan,nan,nan,nan,nan,nan,36.0,0.0,0.0
361345.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,35.0,0.0,0.0
362345.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,nan,nan,50.0,0.0,0.0
363345.0,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,33.0,0.0,0.0
364345.0,0.0,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34.0,0.0,0.0
365345.0,1.0,nan,-268.59616,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,44.0,0.0,0.0
366345.0,2.0,nan,nan,18.42411199999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22.0,0.0,0.0
367345.0,3.0,nan,nan,nan,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.0,0.0,0.0
368345.0,4.0,nan,nan,nan,nan,1.20445024,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.0,0.0,0.0
369345.0,5.0,nan,nan,nan,nan,nan,2.3725688,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.0,0.0,0.0
370345.0,6.0,nan,nan,nan,nan,nan,nan,0.36992256,nan,nan,nan,nan,nan,nan,nan,nan,nan,33.0,0.0,0.0
371345.0,7.0,nan,nan,nan,nan,nan,nan,nan,3.3138896,nan,nan,nan,nan,nan,nan,nan,nan,38.0,0.0,0.0
372345.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,1.018388,nan,nan,nan,nan,nan,nan,nan,43.0,0.0,0.0
373345.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,31.0,0.0,0.0
374345.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,nan,nan,25.0,0.0,0.0
375345.0,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,39.0,0.0,0.0
376345.0,0.0,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.0,0.0,0.0
377345.0,1.0,nan,-268.486064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,0.0,0.0
378345.0,2.0,nan,nan,18.42411199999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.0,0.0,0.0
379345.0,3.0,nan,nan,nan,-273.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.0,0.0,0.0
380345.0,4.0,nan,nan,nan,nan,1.18683488,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.0,0.0,0.0
381345.0,5.0,nan,nan,nan,nan,nan,2.37366976,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.0,0.0,0.0
